PRDLST_NM,BSSH_NM,PRDT_SHAP_CD_NM
메즌 브레인 포스파티딜세린,(주)신비바이오,캡슐
메치리더,(주)뉴트롬,캡슐
메치리더 II,(주)뉴트롬,캡슐
메치오테리  I,(주)뉴트롬,캡슐
메타,(주)서흥,캡슐
메타 Q,(주)서흥,캡슐
메타 리포좀 비타민C 부스터,주식회사 뉴트리플래닛,분말
메타 밸런스,주)팜크로스,정
메타 밸런스 에스,(주)비오팜,분말
메타 부스트 제니스,주식회사 노바렉스,분말
메타 브레인 피에스,주식회사 노바렉스,분말
메타 셀레늄 200,(주)대웅제약 2공장,정
메타 스무스(Meta Smooth),원바이오 주식회사,환
메타 젖산마그네슘 B6 락틱마그네,(주)한풍네이처팜,캡슐
메타 칼슘,주)팜크로스,정
메타 클린업(meta cleanup),원바이오 주식회사,환
메타 투게더(Meta Together),원바이오 주식회사,환
메타 프로바이오틱스,(주)알피바이오,분말
메타D'테일 B 1 (Meta D'tail B 1),원바이오 주식회사,분말
메타D'테일 BS 5 (Meta D'tail BS 5),원바이오 주식회사,분말
메타D'테일 D 4 (Meta D'tail D 4),원바이오 주식회사,분말
메타D'테일 S 2 (Meta D'tail S 2),원바이오 주식회사,분말
메타D'테일 W 3 (Meta D'tail W 3),원바이오 주식회사,분말
메타그린,풀무원건강생활(주),정
메타그린 골드 플러스,(주)아모레퍼시픽,정
메타그린 멀티팩,(주)아모레퍼시픽,캡슐
메타그린 슬림 플러스,(주)아모레퍼시픽,정
메타그린 슬림업,(주)아모레퍼시픽,정
메타그린 젤리 더블컷,코스맥스바이오(주),젤리
메타그린 칼로리컷 젤리,(주)아모레퍼시픽,젤리
메타그린S,풀무원건강생활(주),캡슐
메타그린T,풀무원건강생활(주),정
메타그린부스터샷7일,(주)아모레퍼시픽,기타
메타그린슬림다이어트,상아생명과학주식회사,정
메타더마 애플로진 스킨부스터,(주)한국씨엔에스팜,분말
메타더마 애플로진 스킨업 젤리,(주)한국씨엔에스팜,젤리
메타더마 풋사과 플로리진 스킨부스터,(주)한국씨엔에스팜,액상
메타더마 풋사과 플로리진 스킨서포트,(주)한국씨엔에스팜,정
메타더마 풋사과 플로리진 젤리스틱,(주)한국씨엔에스팜,젤리
메타더마 플로리진 애플원샷,(주)한국씨엔에스팜,기타
메타듀오 STEP 2,(주)바이오 로제트,액상
메타리버 LD100 리버서포트,(주)한국씨엔에스팜,정
메타리버 LD100® 다이렉트,(주)한국씨엔에스팜,액상
메타리버 레몬밤단델리온(LD100) 다이렉트 젤리스틱,(주)한국씨엔에스팜,젤리
메타믹스 6년근 진홍삼정 데일리스틱,대동고려삼(주),액상
메타믹스 루테인 아이케어 미니,(주)한풍네이처팜,캡슐
메타믹스 멀티비타민&미네랄 원데이 23,광동헬스바이오(주) 2공장,정
메타바이오틱스(전량 수출용),(주)비오팜,분말
메타번 슬림핏,(주)네이처텍,정
메타보나잇 I,(주)뉴트롬,캡슐
메타보리정,조아제약(주),정
메타볼,(주)서흥,정
메타볼 프리미엄,(주)비오팜,캡슐
메타볼 프리미엄,(주)서흥,캡슐
메타볼릭퓨어,코스맥스엔비티(주),캡슐
메타볼릿 다이어트,주식회사 노바렉스,정
메타볼프리미엄,(주)알피바이오,캡슐
메타부스터 Q10,(주)한국씨엔에스팜,캡슐
메타비타민D3,(주)알피바이오,캡슐
메타비톨,주식회사한미양행,분말
메타스무스 플러스(Meta smooth Plus),원바이오 주식회사,환
메타윈,(주)서흥,정
메타윈CF더블액션,(주)서흥,정
메타자임 비오틴,(주)한풍네이처팜,캡슐
메타칸 플러스(Metakhan Plus),원바이오 주식회사,분말
메타칸D포뮬러 (Metakhan D Formula),원바이오 주식회사,분말
메타칸골드(Metakhan Gold),원바이오 주식회사,분말
메타컨트롤 플러스,(주)한풍네이처팜,정
메타케어,풀무원건강생활(주),정
메타케어,(주)파미니티,젤리
메타케어 7종 혼합유산균,일동바이오사이언스(주),분말
메타케어 장용성,풀무원건강생활(주),정
메타케어 진센 1,(주)뉴트롬,분말
메타코어 옥타코사놀아연,엔피케이(주),캡슐
메타큐(Q),(주)파미니티,젤리
메타큐플러스 (Meta Q Plus),원바이오 주식회사,분말
메타투게더 플러스(Meta Together Plus),원바이오 주식회사,환
메타트롤 골드,우리바이오(주),캡슐
메타트롤 골드 업,우리바이오(주),캡슐
메타트롤 프리미엄,우리바이오(주),캡슐
메타파워 다이어트,(주)서흥,캡슐
메타파이브,풀무원건강생활(주),정
메타포뮬러 시그니처 메타 셀레늄 200,(주)대웅제약 2공장,정
"메타포뮬러 시그니처 엽산&비타민 B6,B12",(주)대웅제약 2공장,정
메타포뮬러 시그니처 옵티멀아연,(주)대웅제약 2공장,정
메타폴릭(metafolic),(주)한풍네이처팜,정
메타프로,풀무원건강생활(주),정
메타프로,콜마비앤에이치(주)음성공장,분말
메타프로틴 포뮬러1(Meta Protein Formula 1),원바이오 주식회사,분말
메타프로틴 포뮬러2 (Meta Protein Formula 2),원바이오 주식회사,분말
메토메가 프리미엄 알티지 오메가-3+루테인,코스맥스바이오(주),캡슐
메티온-M,(주)한국씨엔에스팜,정
메틱스,(주)메디바이오랩,분말
메틸 엽산+,콜마비앤에이치(주)음성공장,정
멜 60 프로바이오 블렌드 씨(Mel 60 Probio Blend C) <전량수출용>,일동바이오사이언스(주),분말
멜라 퀸 (MELA QUEEN)[전량수출용],주식회사한미양행,정
멜라 퀸(MELA QUEEN),주식회사한미양행,정
멜라 화이트닝 프로 (전량수출용),코스맥스바이오(주),캡슐
멜라비 이지정,(주)비오팜,정
멜라필 멀티비타민&미네랄,주식회사 상상바이오,정
멜로우 생유산균,이앤에스(주),분말
멜론SOD,주식회사한미양행,캡슐
멜팅 슬림핏 부스터,코스맥스바이오(주),겔
멜팅업 리포좀 비타민C,콜마비앤에이치(주)세종3공장,분말
면역,(주)생명과학,분말
면역 & 그린 프로폴리스,주식회사 노바렉스,정
면역 & 그린 프로폴리스 40,주식회사 노바렉스,정
면역 & 다이어트,주식회사한미양행,정
면역 & 트리플 프로폴리스+,콜마비앤에이치(주)음성공장,분말
면역 & 트리플 프로폴리스+,콜마비앤에이치(주)세종3공장,분말
면역 & 프로폴리스 하루구미(Immune & Propolis Oneday Gummy),(주)한국코스모,젤리
면역 & 항균 프로폴리스,광동헬스바이오(주) 2공장,정
면역 & 항산화 프로폴리스 플러스 아연,동서바이오팜(주) 안성공장,캡슐
면역 & 항산화 프리미엄 그린프로폴리스 & 아연,(주)한국씨엔에스팜,캡슐
면역 N 생생 유산균,우리바이오(주),분말
면역 N 생생유산균,주식회사 상상바이오,분말
면역 가득 유산균,(주)대웅제약 2공장,분말
면역 강타민,(주)알피바이오,젤리
면역 건강 원데이 멀티팩,코스맥스바이오(주),캡슐
면역 건강 하루 한포,코스맥스바이오(주),캡슐
면역 그린프로부스터,콜마비앤에이치(주)음성공장,캡슐
면역 그린프로부스터,콜마비앤에이치(주)세종3공장,캡슐
면역 그린프로폴리스 아연,(주)한풍네이처팜,캡슐
면역 멀티 비타민,(주)오투바이오,분말
면역 멀티비타민 플러스,엠에스바이오텍(주),정
면역 밸런스 비타민 젤리,코스맥스바이오(주),젤리
면역 밸런스타임,주식회사 네추럴웨이 포천 제2공장,액상
면역 베타글루칸,엔피케이(주),캡슐
면역 블루워터,주)팜크로스,분말
면역 비타민 가득 츄어블,주식회사 아리너스,정
면역 비타민 그린,(주)서흥,정
면역 비타민 레드,(주)서흥,정
면역 비타민 레드,주)팜크로스,정
면역 비타민 블루,(주)서흥,정
면역 비타민 옐로우,(주)서흥,정
면역 비타민C 플러스,맥널티바이오(주),분말
면역 비타민D 5000IU,(주)알피바이오,캡슐
면역 생생 핑크 이뮨 젤리,광동헬스바이오(주),젤리
면역 솔루션,(주)서흥,정
면역 쑥쑥 어린이홍삼,인성제약(주),액상
면역 아연&셀렌,(주)팜투팜2공장,정
면역 알로에,(주)알피바이오,젤리
면역 알로에 젤리,엠에스바이오텍(주),젤리
면역 알로에 젤리,(주)알피바이오,젤리
면역 앤 100억유산균,풀무원건강생활(주),분말
면역 앤 박틴,(주)세종바이오팜,캡슐
면역 앤 브라질 그린 프로폴리스,코스맥스바이오(주),캡슐
면역 앤 유산균,일동바이오사이언스(주),캡슐
면역 앤 프로바이오틱스,엠에스바이오텍(주),캡슐
면역 앤 피부 알로에겔,엠에스바이오텍(주),분말
면역 업 홍삼 플러스,주식회사웰파인,액상
면역 염원,(주)알피바이오,젤리
면역 올타임 플러스샷,(주)네이처텍,기타
면역 유산균 바이탈업,(주)메디오젠 충주공장,분말
면역 유산균 톡톡업,(주)메디오젠 충주공장,분말
면역 유산균 플러스업,(주)메디오젠 충주공장,분말
면역 이뮤노 디펜스(Immune Immuno Defense),주식회사 노바렉스,분말
면역 이뮨 프로바이오틱스 와이셀라,(주)휴온스엔,캡슐
면역 장대원,대원헬스케어 주식회사 2공장,분말
면역 장대원,주식회사 아람,분말
면역 장대원 키즈,엠에스바이오텍(주),분말
면역 장대원 키즈,주식회사 아람,분말
면역 장대원 키즈(전량수출용),주식회사 아람,분말
면역 장대원(전량수출용),주식회사 아람,분말
면역 젤리,(주)알피바이오,젤리
면역 츄어블 멀티비타민 & 미네랄,(주)서흥,정
면역 큐 드링크,(주)휴온스엔,액상
면역 톡! 비타민D,(주)알피바이오,캡슐
면역 톡톡 100억 키즈유산균,코스맥스엔비티(주),분말
면역 튼튼 알로에 이뮨베라,아미코젠(주)문산제2공장,젤리
면역 튼튼 에키네시아 스틱,(주)서흥헬스케어,액상
면역 포스트바이오틱스,풀무원건강생활(주),분말
면역 포스트바이오틱스 키즈,주식회사 네추럴웨이,분말
면역 프로바이오틱스,코스맥스바이오(주),캡슐
면역 프로바이오틱스,콜마비앤에이치(주)음성공장,캡슐
면역 프로칸,(주)한풍네이처팜,분말
면역 플러스 비타민C 1000,이앤에스(주),정
면역 피로개선엔 홍삼,주식회사한미양행,캡슐
면역 피로엔 홍삼스틱,주식회사 네추럴웨이 포천 제2공장,액상
면역 홍삼정,(주)팜텍코리아,액상
면역 홍삼정진 眞,주식회사 네추럴웨이 포천 제2공장,액상
면역& 베타글루칸 프리미엄,(주)비오팜,캡슐
면역&그린 프로폴리스 프리미엄,주식회사 노바렉스,정
면역&그린포뮬러,(주)한국씨엔에스팜,정
면역&그린포뮬러,(주)오투바이오,정
면역&그린프로폴리스 맥스,주식회사 노바렉스,정
면역&다이어트,주식회사 아리너스,정
면역&비타민 젤리,코스맥스바이오(주),젤리
면역&비타민C 1000,엠에스바이오텍(주),분말
면역&뼈건강 · 50억 유산균,코스맥스엔비티(주),분말
면역&아연,(주)한국씨엔에스팜,정
면역&아연,(주)한풍네이처팜,정
면역&장 건강 100억 유산균,(주)메디오젠 충주공장,캡슐
면역&프로폴리스,주식회사 노바렉스2공장,캡슐
면역&피부 장건강엔 이뮨 알로에베라 젤리,주식회사 노바렉스,젤리
면역&항균 프로폴리스,코스맥스바이오(주),캡슐
면역-큐,(주)생명과학,분말
면역24플러스 케어뮨,광동헬스바이오(주),젤리
면역365,코스맥스바이오(주),캡슐
면역365,주식회사웰파인,액상
면역7 바이오틱스,주)팜크로스,분말
면역88 골드,광동헬스바이오(주),액상
면역88 스마트,광동헬스바이오(주),액상
면역88 스마트 데이,광동헬스바이오(주),액상
면역88 키즈,광동헬스바이오(주),젤리
면역88인피니티,광동헬스바이오(주),액상
면역88플래티넘,광동헬스바이오(주),액상
면역N키즈밸런스 1,드림바이오(주),분말
면역N키즈밸런스 2,드림바이오(주),정
면역N피코민,케이지랩 주식회사,분말
면역·7 바이오틱스&비오틴,엠에스바이오텍(주),캡슐
면역·기억력엔 프롬하이(Hi),(주)한국씨엔에스팜,액상
면역·멀티비타민,(주)서흥,정
면역·항산화 프로폴리스,(주)한국씨엔에스팜,캡슐
면역ㆍ피로개선에 좋은 홍삼,케이지랩 주식회사,캡슐
면역강화 홍삼스틱,주식회사웰파인,액상
면역강화 홍삼스틱 플러스 진세노사이드 42mg,(주)휴온스엔,액상
면역강화 홍삼스틱 플러스 진세노사이드 42mg,피지바이오헬스 영농조합법인,액상
면역강화엔폴리감마글루탐산(PGA-K),광동헬스바이오(주),액상
면역건강 츄어블 프로폴리스,(주)알피바이오,캡슐
면역건강 프로폴리스,(주)비오팜,캡슐
면역건강365,주식회사 이수바이오,정
면역건강365,(주)에스엘에스,정
면역건강앤프리미엄 홍삼필름,(주)서울제약,기타
면역고려홍삼,태웅식품(주),캡슐
면역공식 발효 베타글루칸,(주)한풍네이처팜,캡슐
면역과민반응엔 다래케어 다래추출물 아연,엔피케이(주),정
면역근원 베타글루칸,(주)비오팜,캡슐
면역기능&키즈 프로폴리스 젤리,(주)휴온스엔,젤리
면역기능앤굿아연,(주)유유헬스케어,정
면역기능에 필요한 고려은단 아연·비타민C1000,고려은단(주),정
면역기능에 필요한 슬기로운 면역생활,주식회사웰파인,액상
면역기능에 필요한 아연 면역엔 하루한포,주식회사한미양행,분말
면역기능에 필요한 아연 비타민D,포항바이오파크,정
면역기능에 필요한 아연 비타민D,엔피케이(주),정
"면역기능에 필요한 아연 플러스 비타민C, 프로폴리스",(주)유유헬스케어,정
면역기능에 필요한 한빛아연,엔피케이(주),정
면역기능에필요한아연,(주)바이오 로제트,정
면역기능증진에도움을줄수있는효모베타글루칸,(주)유유헬스케어,정
면역단RG 30,경성제약주식회사,환
면역대장 아연디시럽 키즈,(주)바이오 로제트,액상
면역대장 알로에 이뮨 비타 젤리스틱,(주)알피바이오,젤리
면역대장망고맛젤리,주식회사 아리너스,젤리
면역라이프-큐,(주)보고신약 논산공장,액상
면역라이프홍삼진액,대동고려삼(주),액상
면역력 기억력 엔 홍삼천,에스에스바이오팜(주),정
면역력 증진 키즈홍삼젤리,코스맥스바이오(주),젤리
면역력 증진 홍삼젤리,코스맥스바이오(주),젤리
면역력 증진에 도움을 줄 수 있는 어린이튼튼 홍삼면역젤리,일양약품(주),젤리
면역력 증진엔 어린이 홍삼,(주)휴온스엔,젤리
면역력 특급,주식회사한미양행,정
